Code,Number of H-Donors,Number of H-Acceptors,Number of Rotatable bonds,CLogP,Number of Rings,PSA,ID,ROMol,Saltdata,SMILES
P7570383,1,1,0,4.900000000000000e+000,4,2.020000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05C2D0>,,C[C@]12CCCC[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
P7569515,1,1,0,4.700000000000000e+000,4,2.020000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05C330>,,C[C@]12CCCC[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
P7569347,1,5,3,4.100000000000000e+000,4,8.510000000000002e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05C390>,,CSc1nc2n(n1)C(c1ccc(C(F)(F)F)cc1)C1=C(CC(C)(C)CC1=O)N2
P7566896,3,3,6,1.900000000000000e+000,3,8.650000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05C3F0>,,Cc1n[nH]c(C)c1CCC(=O)NCCc1nc2ccccc2[nH]1
P7566870,1,6,6,1.000000000000000e+000,4,1.029000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05C450>,,O=C(NCCCc1nnc2ccccn12)c1cc(F)ccc1-n1cnnn1
P7566785,2,3,5,2.100000000000000e+000,4,7.809999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05C4B0>,,C[C@@H](C(=O)NCCc1nc2ccccc2[nH]1)N1Cc2ccccc2C1=O
P7566561,2,5,5,3.500000000000000e+000,4,1.096000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05C510>,,Cc1noc2nc(-c3ccccc3)cc(C(=O)Nc3n[nH]c(CC(C)C)n3)c12
P7565213,2,6,8,1.900000000000000e+000,4,1.089000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05C570>,,COc1ccc2cnn(CC(=O)NCCCc3nc4ccccc4[nH]3)c(=O)c2c1OC
P7565197,1,7,6,1.100000000000000e+000,3,1.401000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05C5D0>,,CCOC(=O)c1csc(NC(=O)c2ccccc2-n2cnnn2)n1
P7565081,1,6,4,9.000000000000000e-001,4,1.029000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05C630>,,O=C(NCc1nnc2ccccn12)c1cc(Br)ccc1-n1cnnn1
P7564374,1,4,6,4.300000000000000e+000,4,8.140000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05C690>,,Cc1oc2c(C)c3oc(=O)c(CCC(=O)NCCc4ccccn4)c(C)c3cc2c1C
P7560625,1,7,4,3.300000000000000e+000,5,1.382000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05C6F0>,,Cn1c(Sc2ncnc3[nH]cnc23)nc2c1c(=O)n(Cc1ccc(Cl)cc1)c(=O)n2C
P7560370,1,7,4,2.600000000000000e+000,5,1.382000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05C750>,,Cn1c(Sc2ncnc3[nH]cnc23)nc2c1c(=O)n(Cc1ccccc1)c(=O)n2C
P7560226,1,5,6,2.800000000000000e+000,3,1.040000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05C7B0>,,Cn1c(SCCCO)nc2c1c(=O)n(Cc1ccc(Cl)cc1)c(=O)n2C
P7559882,3,6,5,-5.000000000000000e-001,3,1.124000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05C810>,,Cn1c(=O)[nH]c(=O)c2c1nc(NCc1cccnc1)n2CCO
P7553701,0,4,4,4.500000000000000e+000,3,9.229999999999998e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05C870>,,N#Cc1nc(-c2ccccc2)oc1S(=O)(=O)Cc1ccc(Cl)cc1Cl
P7413180399,1,4,4,4.300000000000000e+000,3,8.710000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05C8D0>,,Cc1ccc(SC/C(O)=C(\C#N)c2nc3ccccc3n2C)cc1
P7413180397,0,4,2,3.400000000000000e+000,5,9.219999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05C930>,,COc1ccc(N2C(=O)c3sc4nc5ccccc5n4c3C2=O)cc1
P7217970243,0,5,3,5.000000000000000e+000,5,8.170000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05C990>,,Cc1ccc(-c2csc3ncnc(Oc4ccc5c(c4)OCO5)c23)cc1
P7217961504,0,4,4,3.200000000000000e+000,3,9.300000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05C9F0>,,CC(=O)c1c(C)oc2ccc(N(C(C)=O)S(=O)(=O)c3ccc(F)cc3C)cc12
P7217960085,2,4,3,2.500000000000000e+000,4,1.007000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05CA50>,,Cc1ccc(NS(=O)(=O)c2cc3c4c(cccc4c2)C(=O)NC3=O)cc1
P7217930100,1,3,5,2.500000000000000e+000,3,6.740000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05CAB0>,,O=S(=O)(NCCc1ccccn1)c1ccc2ccccc2c1
P7217220868,1,4,7,2.800000000000000e+000,5,8.860000000000002e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05CB10>,,O=C(C1=C(O)C(=O)N(CCCn2ccnc2)C1c1ccccc1)c1cc2ccccc2o1
P7217220852,1,7,8,2.800000000000000e+000,5,1.017000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05CB70>,,COc1ccc(C2C(C(=O)c3cc4ccccc4o3)=C(O)C(=O)N2CCN2CCOCC2)cc1OC
P7217050004,1,5,5,3.200000000000000e+000,4,1.005000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05CBD0>,,C=CCn1c(=O)c2c(C)c(C)sc2n2c(Nc3ccc(OC)cc3)nnc12
P7216450141,0,7,4,2.500000000000000e+000,4,1.120000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05CC30>,,Cc1cc(C)n2c(SCc3nnnn3-c3ccccc3)nnc2n1
P7216050356,0,4,3,4.700000000000000e+000,5,5.259999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05CC90>,,CC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C3CCC2C2(C)CCC(=O)O2)C1
P7216050351,1,4,2,3.400000000000000e+000,5,6.359999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05CCF0>,,CC(C(=O)O)C1CCC2C3CC[C@@H]4C[C@H]5CC[C@]4(C)[C@@]3(O5)C(=O)C[C@]12C
P7215700255,0,5,5,3.800000000000000e+000,3,8.600000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05CD50>,,Cn1c(SCC(=O)c2ccc(Cl)cc2Cl)nnc1-c1cccnc1
P7215700198,0,5,5,3.900000000000000e+000,3,1.106000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05CDB0>,,COC(=O)CSc1nnc(-c2sc3ccccc3c2Cl)n1C
P7214590421,0,4,4,5.000000000000000e+000,4,9.640000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05CE10>,,Cc1sc2ncnc(SCC(=O)c3ccc4ccccc4c3)c2c1C
P7214590314,0,6,4,4.900000000000000e+000,5,1.229000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05CE70>,,Cc1sc2ncnc(Sc3nnnn3-c3ccccc3)c2c1-c1ccccc1
P7214170053,1,6,9,4.900000000000000e+000,3,1.316000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05CED0>,,CCOC(=O)CCCSc1nc(N)c2c(C)c(Cc3ccccc3)sc2n1
P7213400024,2,6,5,8.000000000000000e-001,2,1.140000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05CF30>,,COc1ccc(S(=O)(=O)Nc2cccnc2)cc1C(=O)O
P7213380148,1,5,7,2.100000000000000e+000,3,7.370000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D05CF90>,,CN(C)CCCN1C(=O)C(O)=C(C(=O)c2ccc(Cl)cc2)C1c1ccncc1
P7213330387,1,4,5,5.000000000000000e+000,4,1.084000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D062030>,,Cc1nc(SCC(=O)Nc2c(F)cccc2F)c2cc(-c3ccccc3)sc2n1
P7213330070,1,5,7,4.500000000000000e+000,4,1.177000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D062090>,,COc1ccc(CCNC(=O)CSc2ncnc3sc4c(c23)CCCC4)cc1
P7213330066,3,8,6,3.800000000000000e+000,4,1.499000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D0620F0>,(COOH)2,COc1ccc(CCNc2ncnc3sc4c(c23)CCCC4)cc1.O=C(O)C(=O)O
P7213330064,1,4,5,3.500000000000000e+000,3,7.530000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D062150>,,COc1ccc(CCNc2ncnc3sc(C)c(C)c23)cc1
P7213330049,0,3,2,3.700000000000000e+000,3,6.330000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D0621B0>,,Cc1cccc(Oc2ncnc3sccc23)c1
P7212970018,0,1,1,2.500000000000000e+000,3,1.730000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D062210>,,c1ccc(-c2cn3ccccc3n2)cc1
P7212090955,0,4,1,1.700000000000000e+000,4,8.420000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D062270>,,Cc1sc2ncn3nnnc3c2c1-c1ccccc1
P7212090676,0,5,5,4.700000000000000e+000,5,1.167000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D0622D0>,,O=C1c2ccccc2C(=O)N1CCSc1ncnc2sc(-c3ccccc3)cc12
P7212090490,0,4,4,5.000000000000000e+000,4,7.250000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D062330>,,COc1cccc(Oc2ncnc3sc(-c4ccccc4)cc23)c1
P7212090489,1,4,4,4.400000000000000e+000,4,7.530000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D062390>,,COc1ccc(Nc2ncnc3sc(-c4ccccc4)cc23)cc1
P7212090090,1,6,7,4.900000000000000e+000,4,1.630000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D0623F0>,,COC(=O)c1c(NC(=O)CSc2ncnc3sc(-c4ccccc4)cc23)sc(C)c1C
P7212060151,1,3,2,2.000000000000000e+000,3,7.040000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D062450>,,Nc1nc2c(s1)CN(Cc1ccccc1)CC2
P7211810371,1,4,3,2.900000000000000e+000,2,5.649999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D0624B0>,,COc1cc(C(C#N)N2CCCCCC2)ccc1O
P7211790425,0,6,4,4.100000000000000e+000,5,1.149000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D062510>,,Cc1nc(SCC(=O)c2ccc3c(c2)OCO3)c2c3c(sc2n1)CCC3
P7211790087,0,5,5,4.600000000000000e+000,4,1.047000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D062570>,,C=CCn1c(SCc2ccc3c(c2)OCO3)nc2sc(C)c(C)c2c1=O
P7211760048,2,8,6,2.900000000000000e+000,2,1.271000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D0625D0>,,COc1ccc(C(=O)CSc2nc(O)cc(O)n2)cc1OC
P7211730847,1,3,4,3.800000000000000e+000,4,6.609999999999998e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D062630>,,Cc1nc(NCCc2ccccc2)c2c3c(sc2n1)CCC3
P7211730815,1,3,4,4.200000000000000e+000,4,6.609999999999998e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D062690>,,Cc1nc(NCCc2ccccc2)c2c3c(sc2n1)CCCC3
P7211730273,0,6,3,3.800000000000000e+000,4,1.229000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D0626F0>,,Cc1sc2ncnc(Sc3nnnn3-c3ccccc3)c2c1C
P7211680021,2,6,3,2.600000000000000e+000,3,9.310000000000002e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D062750>,,Cc1oc2cc(O)ccc2c(=O)c1Oc1ccc(C(=O)O)cc1
P7211390117,1,3,2,2.600000000000000e+000,3,8.129999999999998e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D0627B0>,,N#Cc1c(N)sc2c1CCN(Cc1ccccc1)C2
P7211300030,1,6,10,4.000000000000000e+000,2,9.030000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D062810>,,COc1cc(C(CC(=O)c2ccc(Cl)cc2)SCCO)cc(OC)c1OC
P7139382,2,5,2,2.500000000000000e+000,3,6.950000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D062870>,,Oc1nc(O)c2c(n1)CCN(Cc1ccccc1)C2
P7135510,0,4,4,2.400000000000000e+000,3,4.240000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D0628D0>,,COC(=O)c1ccnc2c1CN(Cc1ccccc1)CC2
P7135509,0,4,4,3.300000000000000e+000,3,4.240000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D062930>,,COC(=O)c1cc(Cl)nc2c1CN(Cc1ccccc1)CC2
P7133109,2,3,2,1.900000000000000e+000,2,4.520000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D062990>,,CNCc1cc(O)nc2ccccc12
P7131707,1,4,4,3.400000000000000e+000,4,1.292000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D0629F0>,,Cc1csc(NC(=O)c2cc(-c3cccs3)nc3c2cnn3C(C)C)n1
P7130118,1,5,6,3.400000000000000e+000,4,9.000000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D062A50>,,Cc1cc(C)n(-c2ccc3nnc(CCCC(=O)Nc4cc(F)c(F)c(F)c4)n3n2)n1
P7128054,1,5,6,2.900000000000000e+000,3,1.501000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D062AB0>,,NC(=O)CSc1oc(-c2ccco2)nc1S(=O)(=O)c1ccc(Cl)cc1
P7127870,1,6,8,4.800000000000000e+000,4,1.322000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D062B10>,,COc1ccccc1NC(=O)CSc1oc(-c2ccc(F)cc2)nc1S(=O)(=O)c1ccccc1
P7127829,1,6,8,4.100000000000000e+000,3,1.513000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D062B70>,,CCCS(=O)(=O)c1nc(S(=O)(=O)c2ccc(C)cc2)c(NCc2ccco2)s1
P7127779,1,4,4,2.600000000000000e+000,3,9.370000000000002e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D062BD0>,,CNc1oc(-c2ccco2)nc1S(=O)(=O)c1ccccc1
P7126930,1,6,5,2.700000000000000e+000,4,1.104000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D062C30>,,O=C(CSc1nc2ccccc2c2nnnn12)NCc1cccc(Cl)c1
P7126910,2,9,6,0.000000000000000e+000,4,1.935000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D062C90>,,O=C(CSc1nc2ccccc2c2nnnn12)NCC(=O)Nc1ncns1
P7126388,1,5,4,3.500000000000000e+000,4,9.750000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D062CF0>,,Cc1cccc(NC(=O)CSc2nc3c4ccccc4ncn3n2)c1
P7119985631,1,4,4,4.200000000000000e+000,3,7.730000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D062D50>,,COc1ccc(-c2nonc2NC(=O)c2ccc(Cl)cc2Cl)cc1
P7119985581,0,3,4,3.700000000000000e+000,4,8.910000000000002e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D062DB0>,,Cc1cc(C)c2oc(C(=O)N(Cc3ccc(C)o3)C3CCS(=O)(=O)C3)c(C)c2c1
P7119982923,1,5,7,4.200000000000000e+000,3,8.650000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D062E10>,,CCc1ccc(OC(C)C(=O)Nc2nonc2-c2ccc(OC)cc2)cc1
P7119981812,0,3,4,2.600000000000000e+000,4,8.910000000000002e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D062E70>,,Cc1c(C(=O)N(Cc2ccco2)C2CCS(=O)(=O)C2)oc2ccccc12
P7119980719,2,3,4,4.500000000000000e+000,5,8.240000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D062ED0>,,Cc1ccc(O)c(-c2n[nH]c3c2C(c2ccccc2F)N(Cc2ccco2)C3=O)c1
P7119980244,1,7,4,3.400000000000000e+000,6,1.301000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D062F30>,,O=C(C1=C(O)C(=O)N(c2nc3ccc(F)cc3s2)C1c1cccnc1)c1ccc2c(c1)OCCO2
P7119980108,2,4,4,3.700000000000000e+000,5,8.210000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D062F90>,,O=C1c2[nH]nc(-c3ccccc3O)c2C(c2ccccc2F)N1Cc1ccncc1
P7119911570,0,3,4,4.000000000000000e+000,5,3.030000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C0030>,,c1ccc2c(Cn3c(CN4CCOCC4)nc4ccccc43)cccc2c1
P7119911520,1,3,7,3.600000000000000e+000,3,4.730000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C0090>,,Cc1ccccc1OCCCn1c(CCO)nc2ccccc21
P7119911519,1,3,7,3.700000000000000e+000,3,4.730000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C00F0>,,OCCc1nc2ccccc2n1CCCOc1ccccc1Cl
P7119910488,0,2,5,4.300000000000000e+000,5,3.809999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C0150>,,C=CCN1CC(c2nc3ccccc3n2Cc2ccc3ccccc3c2)CC1=O
P7119910473,0,3,8,4.500000000000000e+000,4,4.740000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C01B0>,,C=CCN1CC(c2nc3ccccc3n2CCCOc2cc(C)ccc2C)CC1=O
P7119910433,0,2,5,4.700000000000000e+000,4,3.809999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C0210>,,C=CCN1CC(c2nc3ccccc3n2Cc2ccc(Cl)c(Cl)c2)CC1=O
P7119910233,0,2,4,4.200000000000000e+000,4,3.809999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C0270>,,C#CCn1c(C2CC(=O)N(Cc3ccc(F)cc3)C2)nc2ccccc21
P7119910231,1,2,3,2.800000000000000e+000,4,4.900000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C02D0>,,O=C1CC(c2nc3ccccc3[nH]2)CN1Cc1ccc(F)cc1
P7119910111,0,3,6,4.700000000000000e+000,4,4.740000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C0330>,,Cc1cccc(C)c1OCCn1c(C2CC(=O)N(C(C)(C)C)C2)nc2ccccc21
P7119910107,0,3,6,4.400000000000000e+000,4,4.740000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C0390>,,CC(C)(C)N1CC(c2nc3ccccc3n2CCOc2ccc(Cl)cc2)CC1=O
P7119891259,2,5,8,5.000000000000000e+000,5,9.510000000000002e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C03F0>,,COc1ccc(CCNC(=O)c2c(N)n(CCc3ccc(F)cc3)c3nc4ccccc4nc23)cc1
P7119880874,1,4,6,5.000000000000000e+000,3,1.003000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C0450>,,Cc1cc(C)c(S(=O)(=O)Nc2c(C)cccc2C)cc1N(C)S(=O)(=O)c1ccccc1
P7119880824,3,6,4,8.000000000000000e-001,3,1.417000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C04B0>,,CNS(=O)(=O)c1ccc2c(c1)C(=NO)c1cc(S(=O)(=O)NC)ccc1-2
P7119880822,3,6,10,3.500000000000000e+000,3,1.417000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C0510>,,CCCCNS(=O)(=O)c1ccc2c(c1)C(=NO)c1cc(S(=O)(=O)NCCCC)ccc1-2
P7119870074,1,3,5,4.100000000000000e+000,3,5.119999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C0570>,,Cc1ccccc1OCC(=O)Nc1ccnc2cc(C(F)(F)F)ccc12
P7119832854,1,4,4,3.800000000000000e+000,3,7.270000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C05D0>,,Cc1ccc(C)c(NC(=O)Cn2nnc(-c3ccc(Cl)cc3)n2)c1
P7119831307,0,2,2,5.000000000000000e+000,5,4.630000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C0630>,,O=C(c1ccc2noc(-c3ccccc3)c2c1)N1CCCc2ccccc21
P7119830974,0,1,3,4.500000000000000e+000,4,4.550000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C0690>,,Fc1ccc(-c2cn3cc(Cc4ccccc4F)sc3n2)cc1
P7119830224,0,5,4,2.500000000000000e+000,4,9.340000000000002e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C06F0>,,Cc1cccc(OCc2nnc3sc(-c4ccncc4)nn23)c1
P7119830223,0,6,6,3.700000000000000e+000,4,9.900000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C0750>,,COc1ccc(-c2nn3c(COc4cccc(C)c4)nnc3s2)cc1OC
P7119790588,1,5,5,4.900000000000000e+000,4,8.300000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C07B0>,,Cc1ccc(-n2c(N)c(C(=O)OCC(C)C)c3nc4ccccc4nc32)cc1
P7119760195,2,5,4,2.300000000000000e+000,2,1.122000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C0810>,,O=C(Nc1cccc(F)c1)c1cccc([N+](=O)[O-])c1C(=O)O
P7119730592,1,2,5,3.600000000000000e+000,4,4.689999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C0870>,,CC(=O)NCCc1nc2ccccc2n1Cc1ccc2ccccc2c1
P7119692473,1,3,5,4.300000000000000e+000,5,8.170000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C08D0>,,Cc1oc2cc3oc(=O)c(CC(=O)NCc4ccco4)c(C)c3cc2c1-c1ccccc1
P7119692405,1,5,6,4.400000000000000e+000,4,8.700000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C0930>,,COc1ccc(CNC(=O)Cc2c(C)c3c(cc(C)c4c(C)coc43)oc2=O)cc1OC
P7119692398,1,3,4,4.900000000000000e+000,4,6.850000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C0990>,,Cc1ccc(CNC(=O)Cc2c(C)c3c(cc(C)c4c(C)coc43)oc2=O)cc1
P7119692364,1,3,5,4.600000000000000e+000,4,6.850000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C09F0>,,Cc1oc2cc3oc(=O)c(CC(=O)NCCc4ccccc4F)c(C)c3cc2c1C
P7119692358,1,4,5,4.100000000000000e+000,4,7.780000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C0A50>,,COc1cccc(CNC(=O)Cc2c(C)c3cc4c(C)c(C)oc4cc3oc2=O)c1
P7119692339,1,3,4,3.700000000000000e+000,4,8.170000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C0AB0>,,Cc1oc2c(C)c3oc(=O)c(CC(=O)NCc4ccco4)c(C)c3cc2c1C
P7119692016,2,4,4,4.000000000000000e+000,3,7.559999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C0B10>,,Cc1cc(O)c2c(C)c(CC(=O)NCc3cccc(Cl)c3)c(=O)oc2c1
P7119642513,1,6,10,3.800000000000000e+000,4,9.250000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C0B70>,,CCN(CC)CCN1C(=O)C(O)=C(C(=O)c2cc3cccc(OC)c3o2)C1c1cccc(OC)c1
P7119642025,2,5,4,0.000000000000000e+000,4,1.018000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C0BD0>,,CCNC(=O)c1cc2c(=O)n3ccccc3nc2n(Cc2cccnc2)c1=N
P7119641222,1,7,7,1.600000000000000e+000,5,9.660000000000002e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C0C30>,,COc1cccc(C2C(C(=O)c3c(C)nc4ccccn34)=C(O)C(=O)N2CCN2CCOCC2)c1
P7119641205,1,5,6,1.400000000000000e+000,4,9.129999999999998e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C0C90>,,Cc1ccc(C2C(C(=O)c3c(C)nc4ccccn34)=C(O)C(=O)N2CCN(C)C)o1
P7119641191,1,5,7,1.800000000000000e+000,5,9.269999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C0CF0>,,Cc1nc2ccccn2c1C(=O)C1=C(O)C(=O)N(CCCn2ccnc2)C1c1ccc(F)cc1
P7119641186,1,5,10,3.900000000000000e+000,4,7.809999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C0D50>,,CCN(CC)CCCN1C(=O)C(O)=C(C(=O)c2c(C)nc3ccccn23)C1c1ccc(C(C)C)cc1
P7119641167,1,5,7,1.300000000000000e+000,3,1.151000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C0DB0>,,Cc1ccc(C2C(C(=O)c3sc(C)nc3C)=C(O)C(=O)N2CCCN(C)C)o1
P7119640907,1,6,6,2.000000000000000e+000,5,9.610000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C0E10>,,O=C(C1=C(O)C(=O)N(CCN2CCOCC2)C1c1ccccn1)c1cc2ccccc2o1
P7119640803,1,5,7,2.700000000000000e+000,4,7.809999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C0E70>,,Cc1nc2ccccn2c1C(=O)C1=C(O)C(=O)N(CCCN(C)C)C1c1ccc(Cl)cc1
P7119640541,2,5,5,4.000000000000000e-001,5,1.112000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C0ED0>,,N=c1c(C(=O)NCC2CCCO2)cc2c(=O)n3ccccc3nc2n1Cc1ccco1
P7119561849,1,4,3,1.800000000000000e+000,4,8.780000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C0F30>,,CN1C(=O)c2cccc3c(S(=O)(=O)Nc4ccccn4)ccc1c23
P7119561771,1,3,3,2.900000000000000e+000,4,7.490000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0C0F90>,,Cc1ccccc1NS(=O)(=O)c1ccc2c3c(cccc13)C(=O)N2C
