Molecule ChEMBL ID,SMILES
CHEMBL104686,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2c(Cl)cc(C(F)(F)F)cn12
CHEMBL4552180,Cc1c(NC(=O)c2cc(C(N)=O)nc3cc(F)ccc23)c(C(F)(F)F)nn1Cc1ccc(C(C)(C)C)cc1
CHEMBL12,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
CHEMBL3342332,CN(C)CC#Cc1ccc(OCCCc2sc(N3CCc4cccc(C(=O)Nc5nc6ccccc6s5)c4C3)nc2C(=O)O)c(F)c1
CHEMBL12,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
CHEMBL72237,CC(C)(C)OC(=O)Nc1cnn2c1n[n+]([O-])c1ccc(Cl)cc12
CHEMBL7608,Oc1c(-c2ccco2)nnc2nc3ccccc3n12
CHEMBL4531334,CN1CCN(C(=O)C(C)(C)c2ccc(C(=O)Nc3cn4cc(-c5ccncc5)ccc4n3)cc2)CC1
CHEMBL3609637,COc1cc(-c2cn(C3CCc4c(F)cccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)c1
CHEMBL4473072,CC(C)(O)[C@H]1CC[C@H](NC(=O)c2cnc3cc(OC(F)F)ccc3c2)CC1
CHEMBL371300,C[C@H](N)Cn1ncc2ccc(O)cc21
CHEMBL87973,CCCCCn1ncc2c(N)c(C(=O)NCC3CC3)cnc21
CHEMBL85260,CCCCCn1ncc2c(N)c(C(=O)OCc3ccccc3)c(C)nc21
CHEMBL280674,CC1(C)COC(c2cn3c(n2)sc2ccccc23)=N1
CHEMBL74062,Cc1n[nH]c(-c2cnn3c2n[n+]([O-])c2ccc(Cl)cc23)n1
CHEMBL308226,O=c1oc2ccc(Cl)cc2c2nc(-c3ccc(Cl)cc3)nn12
CHEMBL86459,C=CCCOC(=O)c1c(C)nc2c(cnn2CCCCC)c1N
CHEMBL64704,O=c1cc(-c2ccc([N+](=O)[O-])cc2)oc2ccc([N+](=O)[O-])cc12
CHEMBL184734,CSc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1-c1cccc(C(C)C)c1
CHEMBL1672300,NC1CCP(=O)(O)C1
CHEMBL96,NCCCC(=O)O
CHEMBL301742,NC[C@H](CC(=O)O)c1ccc(Cl)cc1
CHEMBL2432061,COc1cc(CN(C)[C@H]2C3C4CC5C6C4CC3C6C52)cc(OC)c1OC
CHEMBL12,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
CHEMBL2432040,CN(Cc1ccccc1)[C@H]1C2C3CC4C2C(=O)C2C4C3C21
CHEMBL35571,C#Cc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCCCOC(=O)c3ncn4c3CN(C)C(=O)c3cc(C#C)ccc3-4)ncn1-2
CHEMBL10534,CCOC(=O)c1[nH]cc2nc3ccccc3c-2c1COC
CHEMBL91000,O=C1NC2CCCCCC2N1c1nc2cc(Cl)ccc2o1
CHEMBL277718,CCc1ccc2c(c1)c(OC)c(CC)c1nc(C(=O)c3ccccc3)cn12
CHEMBL322697,Oc1c(-c2ccsc2)cnc2c(-c3ccsc3)cnn12
CHEMBL273481,NCc1cc(O)no1
CHEMBL315315,CCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC
CHEMBL332059,Cc1ccc(NNC(=O)C(=O)c2c[nH]c3ccccc23)cc1
CHEMBL127624,CN(NC(=O)C(=O)c1cn(C)c2ccccc12)c1ccccc1
CHEMBL431020,CC#CCNC(=O)c1cnc2c(cnn2CCCCC)c1N
CHEMBL124871,O=C(NNc1ccc(Cl)cc1)C(=O)c1c[nH]c2ccccc12
CHEMBL87790,C=CCCn1ncc2c(N)c(C(=O)NCC=C)cnc21
CHEMBL12,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
CHEMBL12,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
CHEMBL105231,Oc1c(-c2ccsc2)cnc2c(-c3ccc4ccccc4c3)cnn12
CHEMBL264473,CCOc1cc(OCC)c(-c2nnc3c4ccccc4c(N4CCCC4)nn23)cc1OCC
CHEMBL13253,COc1cccc(OC)c1OC(=O)C(CCSC)N1CCCCC1
CHEMBL2432056,COc1ccc(CN(C)[C@H]2C3C4CC5C6C4CC3C6C52)cc1OC
CHEMBL14234,CC(=O)Nc1ccc(-c2nnc3c4ccccc4c(N4CCCC4)nn23)cc1
CHEMBL338895,O=C(NNc1ccccc1)C(=O)c1c[nH]c2ccc(Cl)cc12
CHEMBL57474,CCOC(=O)c1c(C)nc2c(c1N)c1ccccc1n2C
CHEMBL288900,CCN(CC)CCOC(=O)c1ccccc1-c1ccccc1
CHEMBL124323,O=C(NNc1ccc(F)cc1)C(=O)c1c[nH]c2ccccc12
CHEMBL71817,COc1ccc2c(c1)oc(=O)n1nc(-c3ccccc3F)nc21
CHEMBL331196,Cc1ccc(NNC(=O)C(=O)c2c[nH]c3ccc([N+](=O)[O-])cc23)cc1
CHEMBL7291,OCCNc1ncnc2c1ncn2Cc1ccccc1
CHEMBL87114,CC1CCc2nc3c(c(N)c2C1=O)c1ccccc1n3C
CHEMBL1651534,O=C(Nc1cccnn1)N1CCC(=Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1
CHEMBL313996,C=CCN(CC=C)C(=O)c1cnc2c(cnn2CCCCC)c1N
CHEMBL337913,O=C(NNc1ccc(O)cc1)C(=O)c1c[nH]c2ccccc12
CHEMBL58757,C#Cc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OC(C)(C)C)ncn1-2
CHEMBL74204,COc1ccc(NNC(=O)C(=O)c2c[nH]c3ccc([N+](=O)[O-])cc23)cc1
CHEMBL3799512,Cc1nc(N2CC[C@@H](O)C2)ncc1-c1cc(C(F)(F)F)cc2[nH]ncc12
CHEMBL149029,COc1ccc(NC(=O)C(=O)c2c[nH]c3ccc([N+](=O)[O-])cc23)cc1
CHEMBL4530401,Cc1ccc(-c2cnc([C@@]3(O)CC[C@H](C(=O)O)C(C)(C)C3)s2)cc1Nc1cccc(C(F)(F)F)n1
CHEMBL2204538,COCCOc1nc(-c2ccc(Cl)nc2)nc2c1CN(C(=O)c1ncn3ccccc13)CC2
CHEMBL2204538,COCCOc1nc(-c2ccc(Cl)nc2)nc2c1CN(C(=O)c1ncn3ccccc13)CC2
CHEMBL63064,COc1ccc(OC)c(CN(C(C)=O)c2cc(F)ccc2Oc2ccccc2)c1
CHEMBL364203,COc1cc(-c2c(SC)nn(-c3c(Cl)cc(C(F)(F)F)cc3Cl)c2N)cc(OC)c1OC
CHEMBL101326,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S+]([O-])C(F)(F)F
CHEMBL4875858,O=[N+]([O-])C1=Cc2cc(I)ccc2OC1C(F)(F)F
CHEMBL371300,C[C@H](N)Cn1ncc2ccc(O)cc21
CHEMBL1090917,On1cc(C2CCNCC2)cn1
CHEMBL2420450,On1cc(C2CCNCC2)c(-c2cn(Cc3ccccc3)c(-c3ccccc3)n2)n1
CHEMBL4520293,CN(C)[C@@H]1CCN(c2cc(-c3ccccc3)nc3ccnn23)C1
CHEMBL4456585,O=C(NNS(=O)(=O)c1ccccc1F)c1cc(F)cc(-c2ccccn2)c1
CHEMBL304774,N#[N+]c1cccc2cccc(S(=O)(=O)[O-])c12
CHEMBL88106,C=CCNC(=O)c1cnc2c(cnn2CCC#CC)c1N
CHEMBL75212,COc1ccc(CNC(=O)C(=O)c2c[nH]c3ccc(Cl)cc23)cc1OC
CHEMBL70262,O=c1oc2cc(Cl)ccc2c2nc(-c3ccccc3F)nn12
CHEMBL45346,COCc1ncn2c1CN(C)C(=O)c1cc(Cl)ccc1-2
CHEMBL14175,Nc1nn2c(-c3ccccc3)nnc2c2ccccc12
CHEMBL2163550,C=CCC1(c2cccc(C3(C(F)(F)F)N=N3)c2)C(=O)NC(=O)N(C)C1=O
CHEMBL86557,CC#CCCn1ncc2c(N)c(C(=O)NCC3CC3)cnc21
CHEMBL88106,C=CCNC(=O)c1cnc2c(cnn2CCC#CC)c1N
CHEMBL3144823,O=c1c2cnc3cccc(O)c3c2[nH]n1-c1ccccc1
CHEMBL88106,C=CCNC(=O)c1cnc2c(cnn2CCC#CC)c1N
CHEMBL4536197,CNC(=O)Nc1ccc2c(c1)[C@@]1(CC2)OC(=O)N(CC(=O)N(Cc2ccc(F)cc2)[C@@H](C)C(F)(F)F)C1=O
CHEMBL4063249,N#Cc1ccc(Nc2ccc3[nH]c(=O)[nH]c3c2)c(Cl)c1
CHEMBL4534980,CN(C)[C@H]1CCN(c2cc(-c3ccccc3)nc3ccnn23)C1
CHEMBL4638939,CNC(=O)c1cc(C(=O)N[C@H]2[C@@H]3COC[C@@H]32)cc2c1O[C@@H](CF)[C@@H]2c1ccccc1
CHEMBL48403,O=C(N1CCOCC1)N1Cc2c(-c3noc(C4CC4)n3)ncn2-c2ccc(Cl)cc21
CHEMBL268006,c1ccc(-c2ccc(-c3nnc4c5ccccc5c(N5CCCC5)nn34)cc2)cc1
CHEMBL1643772,CN([C@@H]1CCc2c(CC(=O)O)c3cc(S(C)(=O)=O)ccc3n2C1)S(=O)(=O)c1ccc(F)cc1
CHEMBL4516611,O=c1nc(-c2ccccn2)sc2ccccc12
CHEMBL4100408,Cc1nc(Cc2cccc(C(F)(F)F)c2)sc1-c1ccc(C(N)=O)nc1
CHEMBL4566600,Cc1c(C(=O)O)cc(-c2ccc(C3CCNCC3)cc2)c2ccc(-c3ccc(C(F)(F)F)cc3)cc12
CHEMBL277461,CSc1nc2nc(C(=O)c3ccccc3)cn2c2c1CCC2
CHEMBL304527,O=C(NCCc1ccc(O)c(O)c1)C(=O)c1c[nH]c2ccccc12
CHEMBL13628,CCCCCOc1ccc(-c2nnc3c4ccccc4c(N4CCCC4)nn23)cc1OC
CHEMBL1643772,CN([C@@H]1CCc2c(CC(=O)O)c3cc(S(C)(=O)=O)ccc3n2C1)S(=O)(=O)c1ccc(F)cc1
CHEMBL12,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
CHEMBL4780458,O=C(Nc1cccnn1)N1CC(C/C=C/c2cncc(Oc3ccc(C(F)(F)F)cn3)n2)C1
CHEMBL20980,COc1cc2nc(C(=O)c3cccs3)cn2c2ccccc12
CHEMBL4448899,Cc1c(NC(=O)c2cc(C(N)=O)nc3cc(F)ccc23)c(C(F)(F)F)nn1Cc1ccc(C#N)cc1
CHEMBL74448,O=C(NNc1ccc([N+](=O)[O-])cc1)C(=O)c1c[nH]c2ccccc12
CHEMBL3685796,Cc1cc(Nc2nccc(C)n2)cc(-c2cnc([C@@]3(O)CC[C@H](C(=O)O)C(C)(C)C3)s2)c1
CHEMBL2170610,CC(=O)N1CCC(c2ccc(C(=O)NC(=N)N)cc2C(F)(F)F)CC1
CHEMBL4560038,CCNC(=O)c1cc2c(N3CCOC[C@H]3C)ccnc2n1C
CHEMBL4516843,NS(=O)(=O)c1cc(NC(=O)C2(c3ccccc3Cl)CC2)ccc1Oc1cccc(Cl)c1
CHEMBL184494,CSc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1-c1cccc(Cl)c1
CHEMBL54341,O=c1cc(-c2cccc([N+](=O)[O-])c2)oc2ccc(Br)cc12
CHEMBL147766,CCOC(=O)CNC(=O)C(=O)c1c[nH]c2ccc(Br)cc12
CHEMBL87264,C=C(C)COC(=O)c1c(C)nc2c(cnn2CCCCC)c1N
CHEMBL275800,CCOc1c(Br)cc(Br)cc1-c1nnc2c3ccccc3c(N3CCCC3)nn12
CHEMBL419792,CN[C@@H]1Cc2cccc3[nH]c(=O)n(c23)C1
CHEMBL35571,C#Cc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCCCOC(=O)c3ncn4c3CN(C)C(=O)c3cc(C#C)ccc3-4)ncn1-2
CHEMBL911,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1
CHEMBL75212,COc1ccc(CNC(=O)C(=O)c2c[nH]c3ccc(Cl)cc23)cc1OC
CHEMBL308760,COc1ccc(CNC(=O)C(=O)c2c[nH]c3ccc([N+](=O)[O-])cc23)cc1OC
CHEMBL187479,CSc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1-c1cc(C(F)(F)F)cc(C(F)(F)F)c1
CHEMBL55756,CC(C)c1cc(CN(C)C)cc(C(C)C)c1O
CHEMBL183994,CSc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1-c1ccsc1
CHEMBL276991,CCCCc1c(OC)nc2nc(C(=O)c3ccccc3)cn2c1C
CHEMBL20908,O=C(Nc1cccc(Cl)c1)c1cn2c(n1)sc1ccccc12
CHEMBL457192,Cl.Oc1nnc(C2CCNCC2)o1
CHEMBL361709,CSc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1-c1ccccn1
CHEMBL13025,COC(=O)CC(C(=O)Oc1c(OC)cc(C)cc1OC)N1CCCCC1
CHEMBL4543737,Cc1cnc(-c2cc(Cl)ccc2F)cc1-n1c(=O)n(CC(N)=O)c2ccccc21
CHEMBL10701,CCOC(=O)c1cc2c3cc(OCc4ccccc4)ccc3n(C)c2cn1
CHEMBL277781,CC(C)(C)OC(=O)c1ncn2c1CN(C(=O)N1CCN(C(C)(C)C)CC1)c1cc(Cl)ccc1-2
CHEMBL340112,Clc1ccc2c(c1)C(c1ccccc1)=NCc1n[nH]nc1-2
CHEMBL79945,Fc1ccc2c(c1)[nH]c1c3c4ccccc4nc-3c[nH]c12
CHEMBL52652,COS(=O)(=O)c1cc(C(C)C)c(O)c(C(C)C)c1
CHEMBL84698,C#CCN(C)C(=O)c1cnc2c(cnn2CCCCC)c1N
CHEMBL4557026,C[C@H](NC(=O)Nc1cc2[nH]ncc2c(CO)n1)c1ccccn1
CHEMBL12,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
CHEMBL48115,O=C1C=Cc2ccc3c(c2C1=O)CCCC3
CHEMBL75306,COc1ccc(CNC(=O)C(=O)c2c[nH]c3ccc([N+](=O)[O-])cc23)cc1
CHEMBL315852,CCCn1ncc2c(N)c(C(=O)OCC)c(C)nc21
CHEMBL3954951,CN(C)C(=O)Cc1c(-c2ccc(F)cc2)nc2ccc(F)cn12
CHEMBL3971200,Cc1ccc2nc(-c3ccc(F)cc3)c(CC(=O)N(C)C)n2c1
CHEMBL3350583,N#[N+]c1nc(CC(=O)[O-])c[nH]1
CHEMBL353967,CCNc1cc2c3ccccc3nc-2c[nH]1
CHEMBL20121,C=CCc1c(OC)nc2nc(C(=O)c3ccccc3)cn2c1CC
CHEMBL19732,O=C1C2C=Nc3ccccc3C2=NN1c1ccccc1
CHEMBL146094,CC(C)C(NC(=O)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12)C(=O)O
CHEMBL106051,Oc1c(-c2ccsc2)cnc2c(-c3cccc4ccccc34)cnn12
CHEMBL85948,NCC(CC(=O)O)c1cc(Cl)cs1
CHEMBL39853,Cc1cc(C)c(C(=O)OC2CCN(C)CC2)cc1C
CHEMBL126470,Cc1cccc(NNC(=O)C(=O)c2c[nH]c3ccc([N+](=O)[O-])cc23)c1
CHEMBL314033,CCCCCn1ncc2c(N)c(C(=O)N(C)CCC)cnc21
CHEMBL313549,CCCCCn1ncc2c(N)c(C(=O)OCCC)c(C)nc21
CHEMBL292402,CC(C)c1cc(Cl)cc(C(C)C)c1O
CHEMBL294873,Cc1nc2c(c(N)c1C(=O)O)c1ccccc1n2C
CHEMBL21144,CCOc1nc2nc(C(=O)c3ccccc3)cn2c2c1CCCC2
CHEMBL58757,C#Cc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OC(C)(C)C)ncn1-2
CHEMBL67920,COc1ccc(CCNC(=O)C(=O)c2c[nH]c3ccccc23)cc1
CHEMBL16212,CC1=NS(=O)(=O)c2c(CN)cccc2N1
CHEMBL57474,CCOC(=O)c1c(C)nc2c(c1N)c1ccccc1n2C
CHEMBL911,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1
CHEMBL96,NCCCC(=O)O
CHEMBL89805,Cn1c2c(c3c(N)c4c(nc31)CCCC4=O)CCCC2
CHEMBL146145,O=C(NCc1ccc(O)cc1)C(=O)c1c[nH]c2ccc(Cl)cc12
CHEMBL4630642,CC1=C(C#N)C(c2ccc3c(c2)c(NC(=O)c2ccccc2C)nn3C)C(C#N)=C(C)N1
CHEMBL7698,COc1ccc(-c2nnc3nc4ccccc4n3c2O)cc1
CHEMBL348193,O=C(Nc1ccccc1)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12
CHEMBL10483,CCOC(=O)c1[nH]cc2nc3ccc(OC)cc3c-2c1COC
CHEMBL12,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
CHEMBL16086,CN1C(=O)Nc2cccc(CN)c2S1(=O)=O
CHEMBL409557,O=[N+]([O-])c1cc(-c2nnc3c4ccccc4c(N4CCCC4)nn23)ccc1Cl
CHEMBL12944,COC(=O)CC(C(=O)Oc1c(OC)cccc1OC)N1CCCCCC1
CHEMBL87358,CCOC(=O)c1c(C)nc2c(cnn2CCC(C)CC)c1N
CHEMBL85605,C=CCOC(=O)c1cnc2c(cnn2CCC(C)C)c1N
CHEMBL421154,C=CCNC(=O)c1cnc2c(cnn2CCCCC)c1NCCCC
CHEMBL85707,CCCCCn1ncc2c(N)c(C(=O)Nc3ccccc3)cnc21
CHEMBL81166,O=S(=O)(c1ccccc1)N1CCCC(c2ccc(-c3ccc4ccccc4c3)cc2)=N1
CHEMBL75307,O=C(NCc1ccccc1)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12
CHEMBL82817,CCCCCn1ncc2c(N)c(C(=O)N(CC)CC)cnc21
CHEMBL75406,C[C@@H](NC(=O)C(=O)c1c[nH]c2ccccc12)c1ccccc1
CHEMBL269449,COc1ccc(-c2nnc3c4ccccc4c(N4CCCC4)nn23)cc1
CHEMBL2181776,Cn1c(-c2ccccn2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCC3)cc21
CHEMBL2432060,CN(CCCc1cccc(F)c1)[C@H]1C2C3CC4C5C3CC2C5C41
CHEMBL85966,CCOC(=O)C(C)NC(=O)C(=O)c1c[nH]c2ccc(Br)cc12
CHEMBL344344,O=C(NCc1ccccc1Cl)C(=O)c1c[nH]c2ccccc12
CHEMBL351792,CN(C)[C@H]1Cc2cccc3nc(O)n(c23)C1
CHEMBL155215,Cc1nnc2ccc(-c3cccc(F)c3)nn12
CHEMBL70480,N#[N+]c1ncc(CC(=O)[O-])s1
CHEMBL75306,COc1ccc(CNC(=O)C(=O)c2c[nH]c3ccc([N+](=O)[O-])cc23)cc1
CHEMBL306310,COc1ccc(CNC(=O)C(=O)c2c[nH]c3ccccc23)cc1
CHEMBL353110,O=CNc1cc2c3ccccc3nc-2c[nH]1
CHEMBL277007,CCc1ccc2c(c1)c(OC)c(C)c1nc(C(=O)c3ccccc3)cn12
CHEMBL12,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
CHEMBL357844,COc1cccc(CNC(=O)C(=O)c2c[nH]c3ccc([N+](=O)[O-])cc23)c1
CHEMBL20411,O=C(Nc1nccs1)c1cn2c(n1)sc1ccccc12
CHEMBL14105,CN(C)c1nn2c(-c3ccccc3)nnc2c2ccccc12
CHEMBL457192,Cl.Oc1nnc(C2CCNCC2)o1
CHEMBL342759,O=C(NCc1ccccc1Cl)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12
CHEMBL145850,O=C(NCc1ccccc1F)C(=O)c1c[nH]c2ccccc12
CHEMBL357164,O=C(NCc1cccc(O)c1)C(=O)c1c[nH]c2ccccc12
CHEMBL13794,COCCN(CCOC)c1nn2c(-c3ccccc3)nnc2c2ccccc12
CHEMBL57474,CCOC(=O)c1c(C)nc2c(c1N)c1ccccc1n2C
CHEMBL13408,c1ccc(-c2nnc3c4ccccc4c(N4CCOCC4)nn23)cc1
CHEMBL434665,CCCN[C@@H]1Cc2cccc3nc(O)n(c23)C1
CHEMBL126853,O=C(NNc1ccc(Cl)cc1)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12
CHEMBL211176,NCCc1nonc1O
CHEMBL12,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
CHEMBL442753,CCCCCn1ncc2c(N)c(C(=O)N3CCC3)cnc21
CHEMBL268249,COc1cc(C)cc(OC)c1OC(=O)C(CCSC)N1CCCC1
CHEMBL306370,COc1ccc(CNC(=O)C(=O)c2c[nH]c3ccccc23)cc1OC
CHEMBL147868,O=C(NCc1ccc(O)cc1)C(=O)c1c[nH]c2ccccc12
CHEMBL74709,O=C(NCc1ccc(Cl)cc1)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12
CHEMBL1091277,On1cc(C2CCNCC2)c(-c2cccc(-c3ccccc3)c2)n1
CHEMBL2420447,On1cc(C2CCNCC2)c(-c2c[nH]cn2)n1
CHEMBL53267,CC(C)c1cc(I)cc(C(C)C)c1O
CHEMBL343107,COc1ccc2[nH]c3c4c5ccccc5nc-4c[nH]c3c2c1
CHEMBL126778,O=C(NNc1ccc(F)cc1)C(=O)c1c[nH]c2ccc(Cl)cc12
CHEMBL71524,Cn1cc(C(=O)C(=O)NCCc2ccc(O)c(O)c2)c2ccccc21
CHEMBL146517,O=C(NCCCc1ccccc1)C(=O)c1c[nH]c2ccc(Cl)cc12
CHEMBL306370,COc1ccc(CNC(=O)C(=O)c2c[nH]c3ccccc23)cc1OC
CHEMBL2432053,CN(CCc1ccccn1)[C@H]1C2C3CC4C2C(=O)C2C4C3C21
CHEMBL2432041,CN(Cc1cccc(F)c1)[C@H]1C2C3CC4C2C(=O)C2C4C3C21
CHEMBL11709,CCOC(=O)c1cc2c3ccccc3nc-2c[nH]1
CHEMBL2420454,On1ncc(C2CCNCC2)c1-c1c[nH]c(-c2ccccc2)n1
CHEMBL50957,O=C(N1CCCC1)N1Cc2c(-c3noc(C4CC4)n3)ncn2-c2ccc(F)cc21
CHEMBL165802,CS(=O)(=O)Nc1cc2c3ccccc3nc-2c[nH]1
CHEMBL315080,CCCCCn1ncc2c(N)c(C(=O)NC3CC3)cnc21
CHEMBL146389,O=C(Nc1ccc(O)cc1)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12
CHEMBL313035,CCCCCn1ncc2c(O)c(C(=O)OCC)c(C)nc21
CHEMBL71272,COc1cccc(CCNC(=O)C(=O)c2c[nH]c3ccccc23)c1
CHEMBL20984,COc1nc2nc(C(=O)c3ccccc3)cn2c2c1CSC2
CHEMBL3318048,O=C(O)[C@@H]1CCCN(CCOCCc2cccc(/N=N/c3cccc4ccccc34)c2)C1
CHEMBL12,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
CHEMBL58757,C#Cc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OC(C)(C)C)ncn1-2
CHEMBL126481,O=C(NNc1ccc(F)cc1)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12
CHEMBL439606,Cc1cccc(NNC(=O)C(=O)c2c[nH]c3ccc(Cl)cc23)c1
CHEMBL3144701,O=c1c2cnc3cc(OCc4ccccc4)ccc3c2[nH]n1-c1ccccc1
CHEMBL70584,O=C(NCCc1ccc(O)cc1)C(=O)c1c[nH]c2ccc(Cl)cc12
CHEMBL453966,CCP(=O)(O)C1=CCC(N)C1
CHEMBL81166,O=S(=O)(c1ccccc1)N1CCCC(c2ccc(-c3ccc4ccccc4c3)cc2)=N1
CHEMBL72521,COc1ccc(OCI)c(CN(C(C)=O)c2cc(F)ccc2Oc2ccccc2)c1
CHEMBL440478,O=C(N1Cc2c(-c3noc(C4CC4)n3)ncn2-c2ccccc21)C(F)(F)F
CHEMBL55136,CC(C)c1cc(N(C)C)cc(C(C)C)c1O
CHEMBL52707,CCN(CC)CC(=O)Oc1c(C(C)C)cccc1C(C)C
CHEMBL358763,O=C(NCc1ccc(O)c(O)c1)C(=O)c1c[nH]c2ccccc12
CHEMBL521901,O=C(N[C@@H]1CCc2ccccc21)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12
CHEMBL84253,O=C(O)CCc1c[nH]cn1
CHEMBL112710,CP(=O)(O)CCCN
CHEMBL911,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1
CHEMBL112797,CCCCP(=O)(O)CCCN
CHEMBL13095,CN1C(=O)CN=C(c2ccccc2F)c2ccccc21
CHEMBL356087,COc1ccc(NC(=O)C(=O)c2c[nH]c3ccc(Cl)cc23)cc1
CHEMBL328526,Cn1c2ccccc2c2c(N)c3c(nc21)CCCC3
CHEMBL86660,CC1CCc2nc3sc4c(c3c(N)c2C1=O)CCCC4
CHEMBL74448,O=C(NNc1ccc([N+](=O)[O-])cc1)C(=O)c1c[nH]c2ccccc12
CHEMBL3144699,O=c1c2cnc3c(OCc4ccccc4)cccc3c2[nH]n1-c1ccccc1
CHEMBL20443,N=C(N)SCCC(=O)O
CHEMBL11709,CCOC(=O)c1cc2c3ccccc3nc-2c[nH]1
CHEMBL407,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2
CHEMBL55011,CC(C)c1cc([N+](C)(C)C)cc(C(C)C)c1O.[I-]
CHEMBL55593,CC(C)c1cccc(C(C)C)c1OC(=O)CN1CCOCC1
CHEMBL86761,C#CCN(CC#C)C(=O)c1cnc2c(cnn2CCCCC)c1N
CHEMBL339776,Clc1ccc2c(c1)C(c1ccccc1Cl)=NCc1n[nH]nc1-2
CHEMBL101326,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S+]([O-])C(F)(F)F
CHEMBL298951,CC(C)c1cc(C(=O)c2ccccc2)cc(C(C)C)c1O
CHEMBL82675,CC(NC(=O)C(=O)c1c[nH]c2ccc(Cl)cc12)C(=O)O
CHEMBL55354,CC(C)c1cc(C=O)cc(C(C)C)c1O
CHEMBL267242,c1ccc(Cn2cnc3cncnc32)cc1
CHEMBL74280,COc1ccc(CNC(=O)C(=O)c2c[nH]c3ccc(Cl)cc23)cc1
CHEMBL146761,O=C(NCc1cccc(O)c1)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12
CHEMBL78650,Clc1cccc2c1[nH]c1c3c4ccccc4nc-3c[nH]c12
CHEMBL55916,CC(C)c1cccc(C(C)C)c1OC(=O)c1ccccc1
CHEMBL276377,CCOC(=O)c1ncc2c(c1COC)c1cc(OCc3ccccc3)ccc1n2C
CHEMBL430276,COCCN(CCOC)c1nn2c(-c3ccc(OC(C)C)cc3)nnc2c2ccccc12
CHEMBL87856,NCC(CC(=O)O)c1ccsc1
CHEMBL277110,CN(C)C(=O)N1Cc2c(C(=O)OC(C)(C)C)ncn2-c2ccc(Cl)cc21
CHEMBL105873,Oc1c(-c2ccsc2)cnc2c(-c3cccc(F)c3)cnn12
CHEMBL48924,CC(=O)N1c2ccccc2-n2cnc(-c3noc(C4CC4)n3)c2C1(C)C
CHEMBL12,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
CHEMBL4636881,CC(=O)Nc1c(F)cc(C(=O)N[C@H]2CC[C@H](O)CC2)cc1O[C@@H](C)c1ccccc1
CHEMBL2432059,CN(CCc1ccccn1)[C@H]1C2C3CC4C5C3CC2C5C41
CHEMBL1643901,CN(Cc1cccc(F)c1)[C@H]1C2C3CC4C5C3CC2C5C41
CHEMBL75306,COc1ccc(CNC(=O)C(=O)c2c[nH]c3ccc([N+](=O)[O-])cc23)cc1
